3156	12	254	6.18	25.1	0	0	0	32.9
3385	13	378	4.15	25.16	0	0	0	33.01
3614	13	378	4.15	25.19	0	0	0	33.01
3844	14	371	4.23	25.22	0	0	0	33.01
4073	14	371	4.23	25.22	0	0	0	33.01
4301	15	432	3.63	25.25	0	0	0	33.01
4530	15	432	3.63	25.25	0	0	0	33.01
4760	16	543	2.89	25.28	0	0	0	33.01
4993	16	543	2.89	25.28	0	0	0	33.01
5221	16	543	2.89	25.28	0	0	0	33.01
5451	16	543	2.89	25.31	0	0	0	33.01
5681	17	885	1.77	25.31	0	0	0	33.01
5909	17	885	1.77	25.31	0	0	0	33.01
6137	17	885	1.77	25.31	0	0	0	33.01
6368	17	885	1.77	25.34	0	0	0	33.01
6597	17	885	1.77	25.34	0	0	0	33.01
6825	17	885	1.77	25.34	0	0	0	33.01
7054	17	885	1.77	25.34	0	0	0	33.01
7284	17	885	1.77	25.37	0	0	0	33.01
7514	17	885	1.77	25.37	0	0	0	33.01
7742	17	885	0	25.37	0	0	0	33.01
7975	17	885	0	25.37	0	0	0	33.01
8205	17	885	0	25.37	0	0	0	33.12
8433	17	885	0	25.4	0	0	0	33.12
8662	17	885	0	25.4	0	0	0	33.12
8900	17	885	0	25.4	0	0	0	33.12
9129	17	885	0	25.4	0	0	0	33.12
9358	17	885	0	25.4	0	0	0	33.12
9586	17	885	0	25.43	0	0	0	33.12
9816	17	885	0	25.43	0	0	0	33.12
10045	17	885	0	25.43	0	0	0	33.12
10273	17	885	0	25.43	0	0	0	33.12
10503	17	885	0	25.43	0	0	0	33.12
10736	17	885	0	25.43	0	0	0	33.12
10964	17	885	0	25.43	0	0	0	33.12
11193	17	885	0	25.46	0	0	0	33.12
11423	17	885	0	25.46	0	0	0	33.12
11653	17	885	0	25.46	0	0	0	33.12
11881	17	885	0	25.46	0	0	0	33.12
12109	17	885	0	25.46	0	0	0	33.12
12339	17	885	0	25.46	0	0	0	33.24
12568	17	885	0	25.46	0	0	0	33.24
12796	17	885	0	25.46	0	0	0	33.24
13025	17	885	0	25.49	0	0	0	33.24
13255	17	885	0	25.49	0	0	0	33.24
13488	17	885	0	25.49	0	0	0	33.24
13716	17	885	0	25.49	0	0	0	33.24
13957	17	885	0	25.49	0	0	0	33.24
14186	17	885	0	25.49	0	0	0	33.24
14414	17	885	0	25.49	0	0	0	33.24
14643	17	885	0	25.49	0	0	0	33.24
14873	17	885	0	25.52	0	0	0	33.24
15102	17	885	0	25.52	0	0	0	33.24
15331	17	885	0	25.52	0	0	0	33.24
15559	17	885	0	25.52	0	0	0	33.24
15789	17	885	0	25.52	0	0	0	33.24
16021	17	885	0	25.52	0	0	0	33.24
16250	17	885	0	25.52	0	0	0	33.24
16480	17	885	0	25.52	0	0	0	33.24
16709	17	885	0	25.52	0	0	0	33.24
16937	17	885	0	25.52	0	0	0	33.24
17166	17	885	0	25.52	0	0	0	33.24
17396	17	885	0	25.52	0	0	0	33.35
17626	17	885	0	25.55	0	0	0	33.35
17854	17	885	0	25.55	0	0	0	33.35
18082	17	885	0	25.55	0	0	0	33.35
18312	17	885	0	25.55	0	0	0	33.35
18541	17	885	0	25.55	0	0	0	33.35
18774	17	885	0	25.55	0	0	0	33.35
19003	17	885	0	25.55	0	0	0	33.35
19232	17	885	0	25.55	0	0	0	33.35
19461	17	885	0	25.55	0	0	0	33.35
19689	17	885	0	25.55	0	0	0	33.35
19919	17	885	0	25.55	0	0	0	33.35
20149	17	885	0	25.55	0	0	0	33.35
20377	17	885	0	25.55	0	0	0	33.35
20605	17	885	0	25.55	0	0	0	33.35
20835	17	885	0	25.55	0	0	0	33.35
21064	17	885	0	25.58	0	0	0	33.35
21293	17	885	0	25.58	0	0	0	33.35
21526	17	885	0	25.58	0	0	0	33.35
21755	17	885	0	25.58	0	0	0	33.35
21984	17	885	0	25.58	0	0	0	33.35
22212	17	885	0	25.58	0	0	0	33.35
22443	17	885	0	25.58	0	0	0	33.35
22672	17	885	0	25.58	0	0	0	33.35
22900	17	885	0	25.58	0	0	0	33.35
23129	17	885	0	25.58	0	0	0	33.35
23358	17	885	0	25.58	0	0	0	33.35
23587	17	885	0	25.58	0	0	0	33.35
23816	17	885	0	25.58	0	0	0	33.35
24044	17	885	0	25.58	0	0	0	33.35
24279	17	885	0	25.58	0	0	0	33.35
24507	17	885	0	25.58	0	0	0	33.35
24735	17	885	0	25.58	0	0	0	33.35
24966	17	885	0	25.58	0	0	0	33.35
25195	17	885	0	25.58	0	0	0	33.35
25423	17	885	0	25.61	0	0	0	33.35
25652	17	885	0	25.61	0	0	0	33.35
25881	17	885	0	25.61	0	0	0	33.35
26110	17	885	0	25.61	0	0	0	33.35
26339	17	885	0	25.61	0	0	0	33.35
26567	17	885	0	25.61	0	0	0	33.35
26797	17	885	0	25.61	0	0	0	33.35
27030	17	885	0	25.61	0	0	0	33.35
27258	17	885	0	25.61	0	0	0	33.35
27488	17	885	0	25.61	0	0	0	33.35
27717	17	885	0	25.61	0	0	0	33.35
27947	17	885	0	25.61	0	0	0	33.35
28179	17	885	0	25.61	0	0	0	33.35
28407	17	885	0	25.61	0	0	0	33.46
28636	17	885	0	25.61	0	0	0	33.46
